rep,n,thr,method,f1
12,10,0.8,Flex,0.8032454361054765
12,25,0.2,Cal,0.819672131147541
12,25,0.2,mCal,0.8272251308900525
12,25,0.2,Flex,0.8230616302186878
12,25,0.5,Cal,0.91005291005291
12,25,0.5,mCal,0.9132743362831858
12,25,0.5,Flex,0.902229845626072
12,25,0.8,Cal,0.9278350515463917
12,25,0.8,mCal,0.9250645994832042
12,25,0.8,Flex,0.9181141439205955
13,5,0.2,Cal,0.5515151515151515
13,5,0.2,mCal,0.5986696230598669
13,5,0.2,Flex,0.5532710280373833
13,5,0.5,Cal,0.633077765607886
13,5,0.5,mCal,0.6339285714285714
13,5,0.5,Flex,0.6183368869936035
13,5,0.8,Cal,0.6519685039370079
13,5,0.8,mCal,0.65818759936407
13,5,0.8,Flex,0.6509433962264151
13,10,0.2,Cal,0.6803519061583577
13,10,0.2,mCal,0.6903073286052009
13,10,0.2,Flex,0.6705969049373618
13,10,0.5,Cal,0.7823529411764705
13,10,0.5,mCal,0.7869822485207101
13,10,0.5,Flex,0.7694406548431106
13,10,0.8,Cal,0.7724137931034483
13,10,0.8,mCal,0.7724137931034483
13,10,0.8,Flex,0.7880085653104926
13,25,0.2,Cal,0.8285976168652613
13,25,0.2,mCal,0.8273921200750468
13,25,0.2,Flex,0.8157894736842106
13,25,0.5,Cal,0.9071803852889666
13,25,0.5,mCal,0.9068541300527241
13,25,0.5,Flex,0.8956228956228957
13,25,0.8,Cal,0.8921282798833821
13,25,0.8,mCal,0.8888888888888888
13,25,0.8,Flex,0.9019607843137255
14,5,0.2,Cal,0.623896409652737
14,5,0.2,mCal,0.6606018194541636
14,5,0.2,Flex,0.6247734138972809
14,5,0.5,Cal,0.6731898238747553
14,5,0.5,mCal,0.678714859437751
14,5,0.5,Flex,0.6577437858508605
14,5,0.8,Cal,0.6490984743411927
14,5,0.8,mCal,0.6536312849162011
14,5,0.8,Flex,0.6481994459833795
14,10,0.2,Cal,0.6646433990895296
14,10,0.2,mCal,0.6759639048400329
14,10,0.2,Flex,0.6547433903576984
14,10,0.5,Cal,0.8095952023988008
14,10,0.5,mCal,0.8102409638554217
14,10,0.5,Flex,0.7879656160458453
14,10,0.8,Cal,0.8177570093457945
14,10,0.8,mCal,0.8177570093457945
14,10,0.8,Flex,0.8181818181818181
14,25,0.2,Cal,0.8199643493761141
14,25,0.2,mCal,0.8235294117647058
14,25,0.2,Flex,0.8078231292517007
14,25,0.5,Cal,0.8451730418943534
14,25,0.5,mCal,0.8477064220183486
14,25,0.5,Flex,0.8419243986254294
14,25,0.8,Cal,0.9
14,25,0.8,mCal,0.9
14,25,0.8,Flex,0.9108280254777069
15,5,0.2,Cal,0.59675550405562
15,5,0.2,mCal,0.6104972375690607
15,5,0.2,Flex,0.5994029850746269
15,5,0.5,Cal,0.6458752515090543
15,5,0.5,mCal,0.6460905349794238
15,5,0.5,Flex,0.6318897637795275
15,5,0.8,Cal,0.6534653465346535
15,5,0.8,mCal,0.6581196581196581
15,5,0.8,Flex,0.6507042253521127
15,10,0.2,Cal,0.6602230483271375
15,10,0.2,mCal,0.6655817737998373
15,10,0.2,Flex,0.6369811320754717
15,10,0.5,Cal,0.8092105263157895
15,10,0.5,mCal,0.813953488372093
15,10,0.5,Flex,0.7720364741641337
15,10,0.8,Cal,0.8232445520581113
15,10,0.8,mCal,0.8232445520581113
15,10,0.8,Flex,0.8192219679633866
15,25,0.2,Cal,0.8167641325536062
15,25,0.2,mCal,0.8214285714285715
15,25,0.2,Flex,0.7962264150943397
15,25,0.5,Cal,0.9014084507042254
15,25,0.5,mCal,0.9029982363315696
15,25,0.5,Flex,0.9100346020761246
15,25,0.8,Cal,0.8906666666666666
15,25,0.8,mCal,0.8906666666666666
15,25,0.8,Flex,0.9081632653061226
16,5,0.2,Cal,0.5741287655050208
16,5,0.2,mCal,0.6273381294964029
16,5,0.2,Flex,0.5787545787545787
16,5,0.5,Cal,0.6374331550802139
16,5,0.5,mCal,0.6418400876232202
16,5,0.5,Flex,0.6230529595015576
16,5,0.8,Cal,0.6215384615384616
16,5,0.8,mCal,0.6302652106084243
16,5,0.8,Flex,0.6196319018404908
16,10,0.2,Cal,0.6895499618611746
16,10,0.2,mCal,0.6888708367181153
16,10,0.2,Flex,0.675925925925926
16,10,0.5,Cal,0.7830188679245284
16,10,0.5,mCal,0.7892234548335975
16,10,0.5,Flex,0.7660208643815202
16,10,0.8,Cal,0.770448548812665
16,10,0.8,mCal,0.770448548812665
16,10,0.8,Flex,0.7872860635696821
16,25,0.2,Cal,0.8191190253045924
16,25,0.2,mCal,0.8092042186001918
16,25,0.2,Flex,0.8171846435100548
16,25,0.5,Cal,0.8920353982300885
16,25,0.5,mCal,0.8900709219858155
16,25,0.5,Flex,0.8911917098445596
16,25,0.8,Cal,0.9010989010989011
16,25,0.8,mCal,0.9010989010989011
16,25,0.8,Flex,0.8888888888888888
17,5,0.2,Cal,0.5609467455621302
17,5,0.2,mCal,0.5947105075053609
17,5,0.2,Flex,0.5626506024096385
17,5,0.5,Cal,0.6330178759200842
17,5,0.5,mCal,0.6394849785407726
17,5,0.5,Flex,0.6155419222903885
17,5,0.8,Cal,0.6366366366366366
17,5,0.8,mCal,0.6453576864535768
17,5,0.8,Flex,0.631892697466468
17,10,0.2,Cal,0.6768759571209801
17,10,0.2,mCal,0.687603305785124
17,10,0.2,Flex,0.6615146831530139
17,10,0.5,Cal,0.7752442996742672
17,10,0.5,mCal,0.7770491803278688
17,10,0.5,Flex,0.7450980392156863
17,10,0.8,Cal,0.8197530864197531
17,10,0.8,mCal,0.8197530864197531
17,10,0.8,Flex,0.8046511627906977
17,25,0.2,Cal,0.8103004291845494
17,25,0.2,mCal,0.8132635253054101
17,25,0.2,Flex,0.8110831234256928
17,25,0.5,Cal,0.8833333333333334
17,25,0.5,mCal,0.8829431438127091
17,25,0.5,Flex,0.8771929824561403
17,25,0.8,Cal,0.8956043956043958
17,25,0.8,mCal,0.8956043956043958
17,25,0.8,Flex,0.9071618037135278
18,5,0.2,Cal,0.5925058548009368
18,5,0.2,mCal,0.6416961130742049
18,5,0.2,Flex,0.5985576923076924
18,5,0.5,Cal,0.6793587174348699
18,5,0.5,mCal,0.6830265848670757
18,5,0.5,Flex,0.6653581943081452
18,5,0.8,Cal,0.6482758620689656
18,5,0.8,mCal,0.6564245810055865
18,5,0.8,Flex,0.6473829201101928
18,10,0.2,Cal,0.6817838246409674
18,10,0.2,mCal,0.6982543640897756
18,10,0.2,Flex,0.678044996121024
18,10,0.5,Cal,0.8165869218500797
18,10,0.5,mCal,0.8178913738019169
18,10,0.5,Flex,0.7933130699088146
18,10,0.8,Cal,0.8038277511961721
18,10,0.8,mCal,0.8038277511961721
18,10,0.8,Flex,0.8169642857142858
18,25,0.2,Cal,0.8133453561767358
18,25,0.2,mCal,0.8081180811808117
18,25,0.2,Flex,0.8114682884448305
18,25,0.5,Cal,0.9028960817717206
18,25,0.5,mCal,0.9028960817717206
18,25,0.5,Flex,0.9054726368159205
18,25,0.8,Cal,0.8793565683646112
18,25,0.8,mCal,0.8817204301075269
18,25,0.8,Flex,0.8956743002544529
19,5,0.2,Cal,0.5901826484018265
19,5,0.2,mCal,0.6223728813559322
19,5,0.2,Flex,0.5955451348182883
19,5,0.5,Cal,0.6539999999999999
19,5,0.5,mCal,0.6585365853658537
19,5,0.5,Flex,0.6343355965082443
19,5,0.8,Cal,0.6345609065155807
19,5,0.8,mCal,0.6372688477951637
19,5,0.8,Flex,0.6336633663366337
19,10,0.2,Cal,0.6911544227886056
19,10,0.2,mCal,0.6968472109943411
19,10,0.2,Flex,0.6757782839787396
19,10,0.5,Cal,0.7927382753403934
19,10,0.5,mCal,0.8024502297090352
19,10,0.5,Flex,0.7597122302158275
19,10,0.8,Cal,0.8101851851851852
19,10,0.8,mCal,0.8101851851851852
19,10,0.8,Flex,0.7922912205567452
19,25,0.2,Cal,0.8327067669172933
19,25,0.2,mCal,0.8291746641074856
19,25,0.2,Flex,0.8199095022624435
19,25,0.5,Cal,0.8934010152284263
19,25,0.5,mCal,0.8945578231292516
19,25,0.5,Flex,0.8973509933774834
19,25,0.8,Cal,0.8901098901098901
19,25,0.8,mCal,0.8901098901098901
19,25,0.8,Flex,0.8795811518324608
20,5,0.2,Cal,0.5602409638554215
20,5,0.2,mCal,0.5946337926033357
20,5,0.2,Flex,0.560199625701809
20,5,0.5,Cal,0.642162162162162
20,5,0.5,mCal,0.6482910694597573
20,5,0.5,Flex,0.6272439281942978
20,5,0.8,Cal,0.6521060842433697
20,5,0.8,mCal,0.6613924050632911
20,5,0.8,Flex,0.6521060842433697
20,10,0.2,Cal,0.7183613752743234
20,10,0.2,mCal,0.7230411171450737
20,10,0.2,Flex,0.6964155084125823
20,10,0.5,Cal,0.8022284122562674
20,10,0.5,mCal,0.8016877637130801
20,10,0.5,Flex,0.7771883289124668
20,10,0.8,Cal,0.8104575163398693
20,10,0.8,mCal,0.8104575163398693
20,10,0.8,Flex,0.7735470941883767
20,25,0.2,Cal,0.8303393213572855
20,25,0.2,mCal,0.8296146044624746
20,25,0.2,Flex,0.8258801141769744
20,25,0.5,Cal,0.8860294117647058
20,25,0.5,mCal,0.8819188191881918
20,25,0.5,Flex,0.8825622775800712
20,25,0.8,Cal,0.935672514619883
20,25,0.8,mCal,0.935672514619883
20,25,0.8,Flex,0.9157303370786517
21,5,0.2,Cal,0.613849765258216
21,5,0.2,mCal,0.6431046431046431
21,5,0.2,Flex,0.6099033816425121
21,5,0.5,Cal,0.6835443037974683
21,5,0.5,mCal,0.6864490603363007
21,5,0.5,Flex,0.6743515850144092
21,5,0.8,Cal,0.6581196581196581
21,5,0.8,mCal,0.6647482014388488
21,5,0.8,Flex,0.6581196581196581
21,10,0.2,Cal,0.6857142857142856
21,10,0.2,mCal,0.685214626391097
21,10,0.2,Flex,0.6696764484574869
21,10,0.5,Cal,0.8147058823529411
21,10,0.5,mCal,0.8177777777777778
21,10,0.5,Flex,0.7921896792189679
21,10,0.8,Cal,0.8026905829596412
21,10,0.8,mCal,0.8026905829596412
21,10,0.8,Flex,0.7906976744186047
21,25,0.2,Cal,0.8275862068965517
21,25,0.2,mCal,0.8245614035087719
21,25,0.2,Flex,0.8185185185185184
21,25,0.5,Cal,0.9044368600682594
21,25,0.5,mCal,0.9072164948453608
21,25,0.5,Flex,0.9042904290429042
21,25,0.8,Cal,0.9047619047619049
21,25,0.8,mCal,0.9047619047619049
21,25,0.8,Flex,0.913265306122449
22,5,0.2,Cal,0.5801169590643275
22,5,0.2,mCal,0.6301754385964913
22,5,0.2,Flex,0.5803357314148682
22,5,0.5,Cal,0.678974358974359
22,5,0.5,mCal,0.6826222684703434
22,5,0.5,Flex,0.6646646646646647
22,5,0.8,Cal,0.6646884272997032
22,5,0.8,mCal,0.676737160120846
22,5,0.8,Flex,0.6646884272997032
22,10,0.2,Cal,0.6928895612708018
22,10,0.2,mCal,0.711038961038961
22,10,0.2,Flex,0.6875957120980092
22,10,0.5,Cal,0.8387096774193548
22,10,0.5,mCal,0.8425925925925926
22,10,0.5,Flex,0.8028776978417267
22,10,0.8,Cal,0.8167770419426049
22,10,0.8,mCal,0.8167770419426049
22,10,0.8,Flex,0.8442622950819672
22,25,0.2,Cal,0.8306527909176915
22,25,0.2,mCal,0.8336557059961316
22,25,0.2,Flex,0.8214936247723132
22,25,0.5,Cal,0.8900343642611683
22,25,0.5,mCal,0.8862068965517242
22,25,0.5,Flex,0.8814691151919867
22,25,0.8,Cal,0.893048128342246
22,25,0.8,mCal,0.893048128342246
22,25,0.8,Flex,0.887218045112782
23,5,0.2,Cal,0.5765661252900233
23,5,0.2,mCal,0.614096301465457
23,5,0.2,Flex,0.5787284610814022
23,5,0.5,Cal,0.6294416243654822
23,5,0.5,mCal,0.6376811594202898
23,5,0.5,Flex,0.6181455633100698
23,5,0.8,Cal,0.6394160583941606
23,5,0.8,mCal,0.6498516320474778
23,5,0.8,Flex,0.6384839650145773
23,10,0.2,Cal,0.6853766617429837
23,10,0.2,mCal,0.6940063091482649
23,10,0.2,Flex,0.6691394658753708
23,10,0.5,Cal,0.7906976744186046
23,10,0.5,mCal,0.7906295754026355
23,10,0.5,Flex,0.7790055248618785
23,10,0.8,Cal,0.8214285714285715
23,10,0.8,mCal,0.8214285714285715
23,10,0.8,Flex,0.8075313807531381
23,25,0.2,Cal,0.8275862068965517
23,25,0.2,mCal,0.8262476894639558
23,25,0.2,Flex,0.8114186851211073
23,25,0.5,Cal,0.8914858096828046
23,25,0.5,mCal,0.8959731543624161
23,25,0.5,Flex,0.8910569105691056
23,25,0.8,Cal,0.9076517150395779
23,25,0.8,mCal,0.9076517150395779
23,25,0.8,Flex,0.9053708439897699
24,5,0.2,Cal,0.5882352941176471
24,5,0.2,mCal,0.6433566433566433
24,5,0.2,Flex,0.5817307692307692
24,5,0.5,Cal,0.6846846846846846
24,5,0.5,mCal,0.6838842975206612
24,5,0.5,Flex,0.6686217008797655
24,5,0.8,Cal,0.6888567293777134
24,5,0.8,mCal,0.6938775510204082
24,5,0.8,Flex,0.6858789625360231
24,10,0.2,Cal,0.6726057906458797
24,10,0.2,mCal,0.6853482786228984
24,10,0.2,Flex,0.6621823617339313
24,10,0.5,Cal,0.8322981366459627
24,10,0.5,mCal,0.8325508607198748
24,10,0.5,Flex,0.8207407407407408
24,10,0.8,Cal,0.8605200945626478
24,10,0.8,mCal,0.8605200945626478
24,10,0.8,Flex,0.847682119205298
24,25,0.2,Cal,0.8340971585701191
24,25,0.2,mCal,0.8328664799253035
