rep,n,bin,method,bias,variance,rmse,binlabel
77,25,1,Samp,0.022877736911642108,0.01113085021065884,0.10795481025344425,1000-10000
77,25,2,Samp,0.027858617287538426,0.00556466657361393,0.0796289465633413,10000-100000
77,25,3,Samp,0.03045756383801925,0.005164139216979654,0.07804999943578905,100000-1000000
78,5,0,Samp,0.15981509678438013,0.07626370351811035,0.3190682821565176,0-1000
78,5,1,Samp,0.18621744869094908,0.08676503929338567,0.3484852615109453,1000-10000
78,5,2,Samp,0.2231853256966562,0.06981234247438889,0.34586707284838697,10000-100000
78,5,3,Samp,0.23342941556310942,0.06825441889895478,0.35034798550739465,100000-1000000
78,10,0,Samp,0.045764734304002186,0.027813936372175222,0.17294029975136258,0-1000
78,10,1,Samp,0.06540664666042088,0.028272250247844487,0.18041696060849055,1000-10000
78,10,2,Samp,0.09465840370258935,0.023330550276199347,0.17969630955509833,10000-100000
78,10,3,Samp,0.10324642117952763,0.020608840728069136,0.17682947778707472,100000-1000000
78,25,0,Samp,0.019077889997456274,0.009368358622433482,0.09865254436246702,0-1000
78,25,1,Samp,0.00012416755219364916,0.007013363698935677,0.0837459199992256,1000-10000
78,25,2,Samp,0.024640242963280025,0.006906187625590895,0.08667946238227581,10000-100000
78,25,3,Samp,0.031924342503425567,0.0042293436358180345,0.07244658225267814,100000-1000000
79,5,0,Samp,0.1415892225257249,0.06817188697592345,0.29701749933524574,0-1000
79,5,1,Samp,0.17382408302606245,0.07237653481205518,0.32029883960437106,1000-10000
79,5,2,Samp,0.2194601126270404,0.06886410755902225,0.34209187156858245,10000-100000
79,5,3,Samp,0.23624935617825799,0.07227071191074765,0.3578889076311098,100000-1000000
79,10,0,Samp,0.04834103809528627,0.028532799423481768,0.1756976248775483,0-1000
79,10,1,Samp,0.06642075524557293,0.03290178910815927,0.19316704127658935,1000-10000
79,10,2,Samp,0.08829062429826054,0.029475640966401696,0.1930566634575929,10000-100000
79,10,3,Samp,0.11000884263084382,0.02429841004993289,0.19078877196237373,100000-1000000
79,25,0,Samp,0.021298718716092423,0.008441194379616044,0.09431240532699434,0-1000
79,25,1,Samp,0.01784940849298435,0.008263074420209387,0.09263733482650938,1000-10000
79,25,2,Samp,0.03148661611318846,0.005926994049926081,0.08317692615254173,10000-100000
79,25,3,Samp,0.03345361237977268,0.004785828889071582,0.0768438225905483,100000-1000000
80,5,0,Samp,0.16264480474672888,0.06038608442954366,0.29468528456752846,0-1000
80,5,1,Samp,0.18955221683690218,0.06855159905422455,0.323236201502877,1000-10000
80,5,2,Samp,0.23284581526217168,0.06948807714428755,0.35171757253426067,10000-100000
80,5,3,Samp,0.23978386473873123,0.06873951095927437,0.3552967952969975,100000-1000000
80,10,0,Samp,0.05923860620139996,0.03146464793704588,0.18701299527500867,0-1000
80,10,1,Samp,0.08792516238401386,0.03077878820129212,0.19623868727024069,1000-10000
80,10,2,Samp,0.0911209578358093,0.02128204141923188,0.17200311153042325,10000-100000
80,10,3,Samp,0.10729184322072245,0.020244338755553655,0.178201791172967,100000-1000000
80,25,0,Samp,0.01460432642604628,0.010849901533170336,0.10518168986819355,0-1000
80,25,1,Samp,0.028032467399678972,0.010896723792113905,0.10808581322554764,1000-10000
80,25,2,Samp,0.02752162471527561,0.006896831670746079,0.0874886935421632,10000-100000
80,25,3,Samp,0.03922804920714379,0.005630583413644658,0.08467244686580608,100000-1000000
81,5,0,Samp,0.16769418635466385,0.08076360159040571,0.329977183646928,0-1000
81,5,1,Samp,0.19040691229843987,0.07908385343028886,0.33961543793136767,1000-10000
81,5,2,Samp,0.23144029918303977,0.08409753642900432,0.37102850094694784,10000-100000
81,5,3,Samp,0.26206500261096444,0.0755448712693979,0.3797669507248922,100000-1000000
81,10,0,Samp,0.06678136045706604,0.032664030752111196,0.19267532498119155,0-1000
81,10,1,Samp,0.09047132081781908,0.03742085083215932,0.2135554043396703,1000-10000
81,10,2,Samp,0.09565821478149185,0.027104902381999477,0.1904084988575392,10000-100000
81,10,3,Samp,0.10335184314129016,0.025870688410089805,0.1911865368973235,100000-1000000
81,25,0,Samp,0.01025700083108809,0.00941796207349116,0.09758672112300988,0-1000
81,25,1,Samp,0.025035031942104945,0.008565407467968555,0.09587575445497558,1000-10000
81,25,2,Samp,0.024091622592193503,0.006704476862064626,0.08535152688258901,10000-100000
81,25,3,Samp,0.03406114667845413,0.004695393242263889,0.07652159796629351,100000-1000000
82,5,0,Samp,0.18047266557547526,0.07494966275150096,0.32790249430496604,0-1000
82,5,1,Samp,0.21438112980941001,0.08582516385306972,0.3630212565008127,1000-10000
82,5,2,Samp,0.22909812559247966,0.07431364434649584,0.35608930831532054,10000-100000
82,5,3,Samp,0.2354782928962356,0.0701846920571971,0.3544498814818851,100000-1000000
82,10,0,Samp,0.05175935490381746,0.02925350383999903,0.17869676734641385,0-1000
82,10,1,Samp,0.05367261977767736,0.03250279787684956,0.18810515141975429,1000-10000
82,10,2,Samp,0.08998401386780096,0.029820110690136688,0.19472347943146787,10000-100000
82,10,3,Samp,0.08144454781853679,0.017408518839482152,0.15505396869750893,100000-1000000
82,25,0,Samp,0.017144475975542937,0.012670261273018792,0.11386041599034653,0-1000
82,25,1,Samp,0.019249923252967288,0.009758146947115987,0.10064147501085782,1000-10000
82,25,2,Samp,0.026062448487011922,0.006257472840798639,0.08328699815659578,10000-100000
82,25,3,Samp,0.04055705931624201,0.005878878630165767,0.08673957395875853,100000-1000000
83,5,0,Samp,0.12032204640519276,0.06232273939830812,0.2771283714263869,0-1000
83,5,1,Samp,0.16118575782844533,0.06744979620694573,0.30566426800278107,1000-10000
83,5,2,Samp,0.18595901190560296,0.05413370234319468,0.29784972125570786,10000-100000
83,5,3,Samp,0.22631299483209613,0.060376537130931475,0.3340570441718059,100000-1000000
83,10,0,Samp,0.055790194564024204,0.03381531903688698,0.1921662427336775,0-1000
83,10,1,Samp,0.04760610880812584,0.02687172948432689,0.17069877293108468,1000-10000
83,10,2,Samp,0.09041592152658623,0.020389070104696566,0.16900919788638238,10000-100000
83,10,3,Samp,0.08563922325860636,0.01916520780558936,0.16278600789357414,100000-1000000
83,25,0,Samp,0.012022626811894133,0.0073357262199135725,0.0864885528574253,0-1000
83,25,1,Samp,0.019836068834985326,0.008297924473112592,0.09322764665022318,1000-10000
83,25,2,Samp,0.03509244268458028,0.007645637994819238,0.09421845641056635,10000-100000
83,25,3,Samp,0.037663254171413925,0.004438381699979643,0.07653040189859303,100000-1000000
84,5,0,Samp,0.17114794243140685,0.07890470200208953,0.32893209056064093,0-1000
84,5,1,Samp,0.1942817884834005,0.08184232220687535,0.3458145970649361,1000-10000
84,5,2,Samp,0.24812514265291463,0.0815625834164815,0.3783234989172768,10000-100000
84,5,3,Samp,0.2366827179882715,0.07240022218213966,0.3583558722505539,100000-1000000
84,10,0,Samp,0.05747850603610325,0.032406057508120055,0.1889704637351097,0-1000
84,10,1,Samp,0.07431445823150763,0.0308929002552898,0.19082855907209564,1000-10000
84,10,2,Samp,0.09912523821903285,0.027837476294841935,0.19407032010800093,10000-100000
84,10,3,Samp,0.10407627828373979,0.02036447061489304,0.17662486324492224,100000-1000000
84,25,0,Samp,0.02451314315319446,0.011505370149874477,0.11002847057522648,0-1000
84,25,1,Samp,0.020353357643970182,0.01095645418645539,0.10663354703768767,1000-10000
84,25,2,Samp,0.027621921206761057,0.0072891163365398715,0.08973342112999141,10000-100000
84,25,3,Samp,0.029836500823383644,0.004963575918734972,0.0765100823429092,100000-1000000
85,5,0,Samp,0.14889547296817526,0.06336047251279434,0.2924556964451384,0-1000
85,5,1,Samp,0.1802455058977541,0.06793104279532547,0.31689033622321583,1000-10000
85,5,2,Samp,0.22109105551237862,0.07316098423660489,0.3493454437432705,10000-100000
85,5,3,Samp,0.24577734051567252,0.07227849902640093,0.3642595230565122,100000-1000000
85,10,0,Samp,0.06663998348995713,0.027043430884432302,0.17743820976321326,0-1000
85,10,1,Samp,0.0590293377569962,0.02475771557667797,0.1680540933530258,1000-10000
85,10,2,Samp,0.09317620588167251,0.02332757680114256,0.17891166016681637,10000-100000
85,10,3,Samp,0.11251220794651827,0.02585966912611309,0.19626172847275564,100000-1000000
85,25,0,Samp,0.025200518451947214,0.008253570363535339,0.0942795656215188,0-1000
85,25,1,Samp,0.02655774156246908,0.010208805090425196,0.10447065964817152,1000-10000
85,25,2,Samp,0.0366824154878474,0.0073315617089932976,0.0931512818753256,10000-100000
85,25,3,Samp,0.030931277610420978,0.003893348496254295,0.06964260499771117,100000-1000000
86,5,0,Samp,0.1713657247464853,0.07256489368417625,0.31926651140084267,0-1000
86,5,1,Samp,0.21394540840296647,0.0921389291208727,0.3713644663906131,1000-10000
86,5,2,Samp,0.2502108183834592,0.08612097964954728,0.38565066223937394,10000-100000
86,5,3,Samp,0.2582187180147354,0.07462837573177743,0.37590594842985775,100000-1000000
86,10,0,Samp,0.0687968252958534,0.02541090595924273,0.17362001362179105,0-1000
86,10,1,Samp,0.07627416161456872,0.030943175020301562,0.19173138175663082,1000-10000
86,10,2,Samp,0.08405153508198432,0.026594465819571436,0.18346423730310352,10000-100000
86,10,3,Samp,0.10680743399361131,0.02413197697797622,0.1885200385483619,100000-1000000
86,25,0,Samp,0.0057875126320842815,0.009171707394362225,0.09594374756506419,0-1000
86,25,1,Samp,0.011770186149887677,0.010029005196455726,0.10083423267154232,1000-10000
86,25,2,Samp,0.03169515759740178,0.006586859192510123,0.08712888274065185,10000-100000
86,25,3,Samp,0.028694745371815787,0.004459420198532223,0.0726829320438132,100000-1000000
87,5,0,Samp,0.15371270085627456,0.06098996179162868,0.290890969602288,0-1000
87,5,1,Samp,0.1854859499835042,0.07157790773856147,0.32555021944370505,1000-10000
87,5,2,Samp,0.19320062280799769,0.05682120735244884,0.3068349523862088,10000-100000
87,5,3,Samp,0.2225936439120746,0.061234528080944615,0.33283998917047225,100000-1000000
87,10,0,Samp,0.06644712532209861,0.027720784823256253,0.17926518146820072,0-1000
87,10,1,Samp,0.08303436700565381,0.02743912503990173,0.18529390476734883,1000-10000
87,10,2,Samp,0.08808046891965836,0.02860246114252863,0.19068463532134816,10000-100000
87,10,3,Samp,0.11898767246166705,0.024215518548589755,0.195891767939428,100000-1000000
87,25,0,Samp,0.013885555202543105,0.008079982069557531,0.09095488284221141,0-1000
87,25,1,Samp,0.019245131854586463,0.009067665902461273,0.09714958055782687,1000-10000
87,25,2,Samp,0.02634975542701988,0.006480774691566505,0.0847058693517177,10000-100000
87,25,3,Samp,0.04154866720020488,0.005023821668927315,0.08215907384483284,100000-1000000
88,5,0,Samp,0.1848469848646775,0.07819396365750643,0.33520496934125055,0-1000
88,5,1,Samp,0.19827142667363917,0.06974623082965258,0.3302389884081721,1000-10000
88,5,2,Samp,0.24070718429190258,0.07560535831198176,0.3654385131341765,10000-100000
88,5,3,Samp,0.2260418379092374,0.06064433816520642,0.33427421475577856,100000-1000000
88,10,0,Samp,0.058631816167323894,0.027897854407242066,0.17701848568531175,0-1000
88,10,1,Samp,0.08001228933845071,0.026938132314001675,0.18259271277677439,1000-10000
88,10,2,Samp,0.09831346371244677,0.02900116394487702,0.19663850358466323,10000-100000
88,10,3,Samp,0.09686469398591764,0.019398534952918208,0.16965053461131113,100000-1000000
88,25,0,Samp,0.018950830680865113,0.00850750742865577,0.09416284517871466,0-1000
88,25,1,Samp,0.01932840937806039,0.009607513125076288,0.09990545797984303,1000-10000
88,25,2,Samp,0.021847433972173542,0.007357847209365858,0.08851642548439437,10000-100000
88,25,3,Samp,0.03507449647906509,0.005918536828744943,0.08455032307451517,100000-1000000
89,5,0,Samp,0.15801993572202575,0.06630845863840017,0.3021237473685134,0-1000
89,5,1,Samp,0.16548382287376429,0.07356935842397218,0.317732991766495,1000-10000
89,5,2,Samp,0.21491423883685276,0.06862379903976071,0.3388390902693851,10000-100000
89,5,3,Samp,0.23224065636027968,0.07224707561339373,0.3552221812894674,100000-1000000
89,10,0,Samp,0.06382720489946996,0.031362635913215996,0.18824597737666246,0-1000
89,10,1,Samp,0.08644379647208471,0.026455137660125562,0.1841946459825387,1000-10000
89,10,2,Samp,0.09476624356546928,0.03092555052446813,0.19976534094776796,10000-100000
89,10,3,Samp,0.0958329996648329,0.023253678538160776,0.18010453176675106,100000-1000000
89,25,0,Samp,0.014061057616820319,0.010370829873589026,0.10280342024900031,0-1000
89,25,1,Samp,0.01635936517559026,0.008846018697639162,0.09546542581787125,1000-10000
89,25,2,Samp,0.028849691941590462,0.007154025989241371,0.0893662728011303,10000-100000
89,25,3,Samp,0.02911966088140217,0.003568948772451527,0.06645978800973856,100000-1000000
90,5,0,Samp,0.13042987490953023,0.047244456705163584,0.2534884789770125,0-1000
90,5,1,Samp,0.171369405896458,0.07898078913737391,0.32916297242350767,1000-10000
90,5,2,Samp,0.22279513575331128,0.07314418648468105,0.3504024243637841,10000-100000
90,5,3,Samp,0.2398554277511485,0.07267378803118808,0.3608384877654745,100000-1000000
90,10,0,Samp,0.04974746243053819,0.02434166554459192,0.16375736796513837,0-1000
90,10,1,Samp,0.07545543909605837,0.030897880971768064,0.19128879805400795,1000-10000
90,10,2,Samp,0.0954645617632869,0.024187022885995658,0.1824842607970673,10000-100000
90,10,3,Samp,0.10682451190978676,0.023016733732040516,0.18554840359540872,100000-1000000
90,25,0,Samp,0.013912103087411283,0.008944003564857519,0.09559053393078354,0-1000
90,25,1,Samp,0.02443117063822699,0.008253348560455042,0.09407566454301138,1000-10000
90,25,2,Samp,0.02663155036248512,0.006779848621829837,0.08653951754279324,10000-100000
90,25,3,Samp,0.03405859476774262,0.004445798790660912,0.07487180155582085,100000-1000000
91,5,0,Samp,0.1551825103844707,0.07311740096673724,0.3117675616480387,0-1000
91,5,1,Samp,0.17455015818165473,0.0796050796339472,0.3317722673087488,1000-10000
91,5,2,Samp,0.21122558714367792,0.059886962864017644,0.3232695648034456,10000-100000
91,5,3,Samp,0.22305998973634783,0.05411745463973613,0.3222936761106487,100000-1000000
91,10,0,Samp,0.07323043347712214,0.02824282119317437,0.1833180776148975,0-1000
91,10,1,Samp,0.07343864188751444,0.033871352625513045,0.19815293777230666,1000-10000
91,10,2,Samp,0.09451443438316628,0.021755743453927057,0.17518196756714688,10000-100000
91,10,3,Samp,0.10290265266092913,0.0255416031043068,0.190080401485694,100000-1000000
91,25,0,Samp,0.01429624013225181,0.00789203580618469,0.08998009940038797,0-1000
91,25,1,Samp,0.020439324209578277,0.009502167572143182,0.09959886317768608,1000-10000
91,25,2,Samp,0.027559650083821476,0.005169624195754714,0.07700102926907793,10000-100000
91,25,3,Samp,0.03489204748394572,0.004405086262457759,0.07498360647554692,100000-1000000
92,5,0,Samp,0.18833527452029802,0.08052044495369129,0.34057395758091563,0-1000
92,5,1,Samp,0.22890081443015783,0.09035466510757319,0.3778230378819729,1000-10000
92,5,2,Samp,0.23391840439323824,0.07551594549870615,0.3608791562456672,10000-100000
92,5,3,Samp,0.24656234086226528,0.07745811187228464,0.37182132779570964,100000-1000000
92,10,0,Samp,0.03913257596116262,0.024141215013725858,0.16022663172856758,0-1000
92,10,1,Samp,0.060891295004632306,0.028376473212986815,0.1791206940035907,1000-10000
92,10,2,Samp,0.08499919377043426,0.02745455494457628,0.18622410661941732,10000-100000
92,10,3,Samp,0.1051940519465935,0.024379584415300255,0.18826941594492416,100000-1000000
92,25,0,Samp,0.012258587211716278,0.009275320513595676,0.09708549569334717,0-1000
92,25,1,Samp,0.011247542265235716,0.009149581752562728,0.09631245485175317,1000-10000
92,25,2,Samp,0.03047802564164787,0.006794845060585083,0.08788489692545602,10000-100000
92,25,3,Samp,0.024799966201540808,0.003752814809780186,0.06608973546155071,100000-1000000
93,5,0,Samp,0.13859545265625273,0.060364258960955625,0.28208679242025353,0-1000
93,5,1,Samp,0.17095668093241054,0.07707772054131011,0.3260427997928127,1000-10000
93,5,2,Samp,0.2421716883001789,0.07802649339157504,0.36969395451607545,10000-100000
93,5,3,Samp,0.24150929169394794,0.06720299798877707,0.35430175834066857,100000-1000000
93,10,0,Samp,0.056219616418235294,0.027419734223104567,0.1748724663671159,0-1000
93,10,1,Samp,0.081176577679552,0.026319751581549422,0.18140944943776705,1000-10000
93,10,2,Samp,0.10525382401317,0.02742040335089372,0.19621103643854768,10000-100000
93,10,3,Samp,0.10981969804225448,0.02298070898896184,0.18719261488385108,100000-1000000
93,25,0,Samp,0.013298155558373588,0.007066401891120078,0.0851072431252169,0-1000
93,25,1,Samp,0.018863964197857137,0.008049208597539553,0.09167910199602519,1000-10000
93,25,2,Samp,0.024104766171451825,0.006605311002316249,0.08477234663790202,10000-100000
93,25,3,Samp,0.034629739630078316,0.007146313302723941,0.09135388426099329,100000-1000000
94,5,0,Samp,0.13406567010943235,0.07320641305340442,0.30196029036165595,0-1000
94,5,1,Samp,0.16379339285397174,0.0788119614433973,0.32502344067161193,1000-10000
94,5,2,Samp,0.20653586279502337,0.0639828258986928,0.32655763429933393,10000-100000
94,5,3,Samp,0.23910177177432862,0.06574798653118902,0.35059612632887455,100000-1000000
94,10,0,Samp,0.04847843471206641,0.027190096707069608,0.17187278824526497,0-1000
94,10,1,Samp,0.07116913257884157,0.030063965824983958,0.18742734927701638,1000-10000
94,10,2,Samp,0.08394461222436,0.021862320583142084,0.17002652294462842,10000-100000
94,10,3,Samp,0.09523134045302079,0.019590611967292223,0.16929152421716623,100000-1000000
94,25,0,Samp,0.017079055638374266,0.010014824152579616,0.10152102390184163,0-1000
94,25,1,Samp,0.023787375867118696,0.008393370309632437,0.09465310116565658,1000-10000
94,25,2,Samp,0.03257326471071493,0.005998740837639388,0.08402236851906578,10000-100000
94,25,3,Samp,0.03144319621569475,0.0042942959280140155,0.07268404581662125,100000-1000000
95,5,0,Samp,0.13404000811789296,0.0692344056236666,0.29529837351382654,0-1000
95,5,1,Samp,0.18582236339420408,0.073801395571253,0.3291372757811862,1000-10000
95,5,2,Samp,0.21027290002750337,0.07078125675614129,0.3391105265870078,10000-100000
95,5,3,Samp,0.223164365990521,0.06604516168345673,0.34036377000410595,100000-1000000
95,10,0,Samp,0.0481423119119507,0.02156621604769574,0.15454416276237445,0-1000
95,10,1,Samp,0.06941648383557414,0.024915533742966827,0.1724360228347353,1000-10000
95,10,2,Samp,0.08431243066676973,0.02663921747946488,0.18370575234435021,10000-100000
95,10,3,Samp,0.08877592757512534,0.01770788610021209,0.1599657820192681,100000-1000000
95,25,0,Samp,0.01772900035618244,0.009469700577995552,0.09891419529888049,0-1000
95,25,1,Samp,0.021509526724776584,0.008954245477585663,0.09704073998846846,1000-10000
95,25,2,Samp,0.02677917657982647,0.006647285144988576,0.08581613742928601,10000-100000
95,25,3,Samp,0.03083582590722477,0.004203588154254376,0.07179440308014999,100000-1000000
96,5,0,Samp,0.1344665930348365,0.06517719505381046,0.28854542050811827,0-1000
96,5,1,Samp,0.17730192824300461,0.0772514593905062,0.32967777169411006,1000-10000
96,5,2,Samp,0.19420615287029921,0.06551578707879485,0.3212970850964523,10000-100000
96,5,3,Samp,0.2121452111261867,0.06356346034969455,0.32949818050099894,100000-1000000
96,10,0,Samp,0.07472291484889253,0.03192307006288365,0.19366616655058388,0-1000
96,10,1,Samp,0.06511321752518728,0.024202342753745824,0.16864778044856737,1000-10000
96,10,2,Samp,0.09829158302589501,0.025383051623200203,0.18720119368459331,10000-100000
96,10,3,Samp,0.10388326926829694,0.03141157607283675,0.20543444138387856,100000-1000000
96,25,0,Samp,0.02076003187268679,0.008447991001276422,0.09422828622357192,0-1000
96,25,1,Samp,0.02193481096318971,0.009580062051630929,0.10030552319599254,1000-10000
96,25,2,Samp,0.026445105921560942,0.006231974056604313,0.0832545355149309,10000-100000
96,25,3,Samp,0.03821499805236367,0.004815152682101278,0.07921829812766389,100000-1000000
97,5,0,Samp,0.1261496683788211,0.05355758190725786,0.2635741275985646,0-1000
97,5,1,Samp,0.18430701544470218,0.07807882937566304,0.3347355752198991,1000-10000
97,5,2,Samp,0.24216024917047563,0.07584195662128701,0.3667199788661559,10000-100000
97,5,3,Samp,0.23529552906282433,0.06293650951158007,0.3439483907631121,100000-1000000
97,10,0,Samp,0.049552717144408065,0.026082136026369683,0.16893077813934143,0-1000
97,10,1,Samp,0.06487145167916449,0.024994490844341754,0.17088825614214667,1000-10000
97,10,2,Samp,0.0962171546026602,0.02495036891412995,0.18495434505294048,10000-100000
97,10,3,Samp,0.10646918999835091,0.027636537032991928,0.19741384311110727,100000-1000000
97,25,0,Samp,0.022881096007390994,0.009889122808016548,0.1020424782260603,0-1000
97,25,1,Samp,0.015687057705382167,0.009624566456761241,0.09935114612430614,1000-10000
97,25,2,Samp,0.029161734843080572,0.004836347560126445,0.0754105717998782,10000-100000
97,25,3,Samp,0.03531851845384286,0.005064316244375018,0.07944629626451731,100000-1000000
98,5,0,Samp,0.18321134423343627,0.07046880991384386,0.32254489078214604,0-1000
98,5,1,Samp,0.19435243426760274,0.07991217206225558,0.3430525335396875,1000-10000
98,5,2,Samp,0.22244451438769966,0.06398258651531188,0.3368443980482552,10000-100000
98,5,3,Samp,0.25276660769792514,0.06983113629314831,0.36568031702604,100000-1000000
98,10,0,Samp,0.05503761981177732,0.027951107811297563,0.17601206608026423,0-1000
98,10,1,Samp,0.08618092628835072,0.029483960155097275,0.19212264887569974,1000-10000
98,10,2,Samp,0.08417428409963354,0.020546856648783918,0.16622925961595852,10000-100000
98,10,3,Samp,0.10399584901509708,0.025938251203142648,0.19171173103259362,100000-1000000
98,25,0,Samp,0.013432984119442291,0.0092960871845227,0.0973474819750151,0-1000
98,25,1,Samp,0.015630828911070385,0.009726879684935878,0.09985590867536599,1000-10000
98,25,2,Samp,0.024948964982690995,0.005257217895138628,0.07667899809495538,10000-100000
98,25,3,Samp,0.028491960543107896,0.00415164173444819,0.07045163979665915,100000-1000000
99,5,0,Samp,0.1831460723584581,0.07711969290295748,0.33265925016942943,0-1000
99,5,1,Samp,0.1895511405591884,0.07511197110263512,0.33322905934195524,1000-10000
99,5,2,Samp,0.2531664538847255,0.0819442043610774,0.38214847603208396,10000-100000
99,5,3,Samp,0.2627903569502148,0.07923103602451362,0.3850841566859573,100000-1000000
99,10,0,Samp,0.05048721596520649,0.024096452273806915,0.16323422205445867,0-1000
99,10,1,Samp,0.07924431545388652,0.028423475767998512,0.18628778086539544,1000-10000
99,10,2,Samp,0.07041190624917813,0.021151529736822633,0.1615839295179619,10000-100000
99,10,3,Samp,0.10488435414513551,0.03095158036905139,0.2048226259803677,100000-1000000
99,25,0,Samp,0.011067527280155108,0.007050901623415635,0.084695878196714,0-1000
99,25,1,Samp,0.02259630797101158,0.008348588063889571,0.0941232234775795,1000-10000
99,25,2,Samp,0.03427951815374393,0.0070399344814025345,0.090636746666324,10000-100000
99,25,3,Samp,0.03530167378882994,0.004118540607938408,0.0732444453882434,100000-1000000
0,5,0,Cal,0.05326939156755163,0.08164134493889198,0.2906526673142174,0-1000
0,5,1,Cal,0.03446598734154913,0.056070254603289266,0.2392867712321705,1000-10000
0,5,2,Cal,0.06567060991005604,0.05406874887873414,0.24162238696919805,10000-100000
0,5,3,Cal,0.0935519345234806,0.046252512398126736,0.23453033247580649,100000-1000000
0,10,0,Cal,-0.0062087908037458985,0.025107079042819322,0.1585737308827159,0-1000
0,10,1,Cal,-0.019130807054542287,0.02526146373619612,0.1600857629983199,1000-10000
0,10,2,Cal,0.011498924867461173,0.012684823869025601,0.11321240719167276,10000-100000
0,10,3,Cal,0.04052297771496217,0.01742825739439357,0.13809550723061517,100000-1000000
0,25,0,Cal,-0.02015841368975843,0.006753561744227323,0.08461633049662909,0-1000
0,25,1,Cal,-0.010455962514624164,0.008421256139276414,0.09236115683220755,1000-10000
0,25,2,Cal,0.0029865815644001294,0.005158358388378292,0.07188378160488712,10000-100000
0,25,3,Cal,0.007854731168411967,0.0024124117481174132,0.049740411637273725,100000-1000000
1,5,0,Cal,0.023326513698670007,0.049245100030395665,0.22313499562312028,0-1000
1,5,1,Cal,0.03137934402100246,0.05217475640298301,0.23056326601211094,1000-10000
1,5,2,Cal,0.06437530322399501,0.04511646413887273,0.22194738972119954,10000-100000
1,5,3,Cal,0.09305549765804978,0.04937216181171422,0.24089725497834452,100000-1000000
1,10,0,Cal,-0.009966659890759339,0.03219246054765556,0.17969917878786656,0-1000
1,10,1,Cal,-0.010050955489133075,0.026267245483357647,0.16238308775732213,1000-10000
1,10,2,Cal,0.019124356028962487,0.016776107265314942,0.1309268813454191,10000-100000
1,10,3,Cal,0.033756364689153225,0.01327921846206644,0.12007793560472944,100000-1000000
1,25,0,Cal,-0.019548487131976475,0.00939042674791572,0.09885631035530695,0-1000
1,25,1,Cal,-0.012364599635796867,0.009070375987577402,0.09603780147281044,1000-10000
1,25,2,Cal,-0.0006691267026309113,0.00664876292095661,0.08154269220169753,10000-100000
1,25,3,Cal,0.00970965606158639,0.0032364860921495426,0.057712767330841484,100000-1000000
2,5,0,Cal,0.02404106097737543,0.06779633904700828,0.2614848210889614,0-1000
2,5,1,Cal,0.027799796550369026,0.04416473492694566,0.211984819303618,1000-10000
2,5,2,Cal,0.06242995424435871,0.04220539618413216,0.21471584797374618,10000-100000
2,5,3,Cal,0.07896405887554492,0.045979449848694946,0.22850551950181744,100000-1000000
2,10,0,Cal,-0.0048933824307042725,0.030921257670124675,0.17591248637245113,0-1000
2,10,1,Cal,0.0024075265663407526,0.021843203423251637,0.14781407107383002,1000-10000
2,10,2,Cal,0.024100488576196556,0.023226228839523095,0.15429537384229794,10000-100000
2,10,3,Cal,0.03085699895942744,0.010687319031949818,0.10788639124899824,100000-1000000
2,25,0,Cal,-0.01089033018596651,0.010412160856024241,0.10261949204504772,0-1000
2,25,1,Cal,-0.007613577028663916,0.008733609286124887,0.09376340352875574,1000-10000
2,25,2,Cal,0.002898826630333996,0.007604754916904761,0.08725341318674872,10000-100000
2,25,3,Cal,0.009003226057860586,0.0035472935385330966,0.06023580013565053,100000-1000000
3,5,0,Cal,0.03774603854333065,0.05647318060509904,0.2406199161142187,0-1000
3,5,1,Cal,0.01455017898822822,0.053519580645011625,0.23180010430023776,1000-10000
3,5,2,Cal,0.056663655437344716,0.042454080202701576,0.21369335518500265,10000-100000
3,5,3,Cal,0.07007079287098737,0.033140461733135174,0.19506506029195486,100000-1000000
3,10,0,Cal,-0.025720758833467902,0.022926740078609727,0.15358482188542963,0-1000
3,10,1,Cal,-0.009674560261934225,0.02573404944100483,0.16070982097328906,1000-10000
3,10,2,Cal,0.005824230242555048,0.014693021107860221,0.12135461575802757,10000-100000
3,10,3,Cal,0.02401719201622448,0.013462680095786599,0.11848841972163691,100000-1000000
3,25,0,Cal,-0.008533941400891719,0.010101869150054994,0.10086970459899666,0-1000
3,25,1,Cal,-0.012413017702138011,0.007636126219521997,0.08826216192681657,1000-10000
3,25,2,Cal,0.005766665423563224,0.006604940729688772,0.08147511988206026,10000-100000
3,25,3,Cal,0.008327876367073814,0.0028494724805744037,0.05402616037957603,100000-1000000
4,5,0,Cal,-0.02283501313050476,0.05056411119058823,0.22602112515262496,0-1000
4,5,1,Cal,0.032404822389142975,0.058361634692080826,0.2437451685801233,1000-10000
4,5,2,Cal,0.0901264698835311,0.05374124100712788,0.2487247908448109,10000-100000
4,5,3,Cal,0.0842541966974511,0.048137699079478534,0.23502440030901325,100000-1000000
4,10,0,Cal,-0.014590625864740272,0.026441222628135804,0.1632608617864693,0-1000
4,10,1,Cal,-0.0057282257984883735,0.02801487526740406,0.1674744393577794,1000-10000
4,10,2,Cal,0.013205300365320442,0.01866274634313464,0.13724841092294282,10000-100000
4,10,3,Cal,0.0460125534843915,0.018323910809345045,0.14297225565647007,100000-1000000
4,25,0,Cal,-0.022185891588034124,0.008813818606938882,0.09646777903784706,0-1000
