pop,rep,n,bin,method,bias,variance,rmse,binlabel
CEU,50,10,0,4r2,0.46238370661046974,0.9436740635137191,1.0758590779709747,0-1000
CEU,50,10,1,4r2,0.5156239737571018,0.8487357059511007,1.0557479757329233,1000-10000
CEU,50,10,2,4r2,0.45510188750170644,0.5075878529584421,0.8454026147144672,10000-100000
CEU,50,10,3,4r2,0.4716727963227506,0.38636189561900136,0.7802801563604731,100000-1000000
CEU,50,25,0,4r2,0.14427017528233615,0.33281739580473596,0.59466905021258,0-1000
CEU,50,25,1,4r2,0.16394590612396834,0.23435340668053392,0.5111082730844247,1000-10000
CEU,50,25,2,4r2,0.18812396521754682,0.19114874857616684,0.47596152666506525,10000-100000
CEU,50,25,3,4r2,0.1648248716479262,0.053426799613308235,0.2838908908842684,100000-1000000
CEU,51,5,0,4r2,0.9169850797295394,1.6029807961672913,1.5632793840557997,0-1000
CEU,51,5,1,4r2,1.05990573663432,1.583917917541973,1.645392988951975,1000-10000
CEU,51,5,2,4r2,1.0398933996130413,1.4011548997616137,1.5756056557147737,10000-100000
CEU,51,5,3,4r2,0.9386524533897099,0.9170156098270297,1.34092655954066,100000-1000000
CEU,51,10,0,4r2,0.4610663986395649,0.8857779883999259,1.0480268185282207,0-1000
CEU,51,10,1,4r2,0.4943631805225363,0.7106821817509058,0.9772804797023542,1000-10000
CEU,51,10,2,4r2,0.4294289552263724,0.3992113870802757,0.7639506624560839,10000-100000
CEU,51,10,3,4r2,0.4602190981876217,0.3640901235032038,0.7588753137636193,100000-1000000
CEU,51,25,0,4r2,0.13585961012879577,0.26057668910780674,0.5282371842005777,0-1000
CEU,51,25,1,4r2,0.1626642279950959,0.32066625196973597,0.5891739157829177,1000-10000
CEU,51,25,2,4r2,0.1932932230450281,0.17991782998923792,0.4661331355571849,10000-100000
CEU,51,25,3,4r2,0.15922078354940308,0.041858503454769165,0.25924845490157705,100000-1000000
CEU,52,5,0,4r2,1.015816762331905,1.7220603545778896,1.6595011446854635,0-1000
CEU,52,5,1,4r2,1.0426854773600864,1.4512363865741498,1.593244925073286,1000-10000
CEU,52,5,2,4r2,1.0086569623323458,1.2145978507131476,1.4939835067277893,10000-100000
CEU,52,5,3,4r2,1.0377806307558854,1.1455817837586781,1.4908287699567517,100000-1000000
CEU,52,10,0,4r2,0.3867632328959887,0.833316219749627,0.9914141506301914,0-1000
CEU,52,10,1,4r2,0.4463762697091228,0.7211486102697836,0.9593749967709264,1000-10000
CEU,52,10,2,4r2,0.42714734191610604,0.5370200740334931,0.8482186780185212,10000-100000
CEU,52,10,3,4r2,0.44014890939340795,0.3528769931055282,0.7393294634638434,100000-1000000
CEU,52,25,0,4r2,0.20921017995219848,0.4040391421875244,0.6691846094936401,0-1000
CEU,52,25,1,4r2,0.19400152630473452,0.31343585746454616,0.592513670452516,1000-10000
CEU,52,25,2,4r2,0.18105435490218919,0.14350369323865014,0.41986232584943606,10000-100000
CEU,52,25,3,4r2,0.19099275352710607,0.07536089561852373,0.33442357500390074,100000-1000000
CEU,53,5,0,4r2,0.9580147522475922,1.6005341058914109,1.5869235556306505,0-1000
CEU,53,5,1,4r2,0.9596349010595074,1.5157885966740394,1.5609893465381273,1000-10000
CEU,53,5,2,4r2,0.9550322559393933,1.235565558595317,1.4654870072709631,10000-100000
CEU,53,5,3,4r2,0.9476178039880474,1.0417207493472953,1.3927312202224895,100000-1000000
CEU,53,10,0,4r2,0.46406296216488585,0.8978948662023809,1.0551062975149135,0-1000
CEU,53,10,1,4r2,0.49072839596257295,0.906010347376618,1.0708990176392066,1000-10000
CEU,53,10,2,4r2,0.3405460194833047,0.3601135522268784,0.6899892344180464,10000-100000
CEU,53,10,3,4r2,0.4018951249268429,0.2694530718729473,0.6564851584863971,100000-1000000
CEU,53,25,0,4r2,0.19059333622700256,0.32354848143746656,0.5998952418977882,0-1000
CEU,53,25,1,4r2,0.1741257534480905,0.31199642884863804,0.585077949390082,1000-10000
CEU,53,25,2,4r2,0.14737710185353273,0.12586908384230835,0.3841732603826754,10000-100000
CEU,53,25,3,4r2,0.16783499855899303,0.0561072163192702,0.29030295048546684,100000-1000000
CEU,54,5,0,4r2,0.9944746173085096,1.6709911923627954,1.6309417392518049,0-1000
CEU,54,5,1,4r2,1.0505641357507285,1.603433478177132,1.645332331628722,1000-10000
CEU,54,5,2,4r2,1.065109889710749,1.343439031145698,1.5741340820607823,10000-100000
CEU,54,5,3,4r2,1.0678247702241155,1.074005611461177,1.4880374159829994,100000-1000000
CEU,54,10,0,4r2,0.4314638541729858,0.8516907894670089,1.0187501395949923,0-1000
CEU,54,10,1,4r2,0.43875400974747775,0.6108988791410872,0.896328042744718,1000-10000
CEU,54,10,2,4r2,0.4865636369455221,0.4696713698166169,0.8404853018430903,10000-100000
CEU,54,10,3,4r2,0.4189789008421758,0.3265442459288734,0.7085813751996246,100000-1000000
CEU,54,25,0,4r2,0.1940224196484823,0.3693474658584813,0.6379593758106649,0-1000
CEU,54,25,1,4r2,0.20140508975885765,0.29383126755097083,0.578269208701055,1000-10000
CEU,54,25,2,4r2,0.19581326905589017,0.18820895667278173,0.47597457181149516,10000-100000
CEU,54,25,3,4r2,0.1752590525973961,0.0638101639979208,0.30745064565757163,100000-1000000
CEU,55,5,0,4r2,1.0418471786117878,1.610942773681546,1.6420683046885987,0-1000
CEU,55,5,1,4r2,0.9506045827803236,1.5335449057898862,1.561151491237426,1000-10000
CEU,55,5,2,4r2,0.9831979005340838,1.1840562724171244,1.4665382313570126,10000-100000
CEU,55,5,3,4r2,0.9360850037043353,1.0130444969135448,1.374517963168794,100000-1000000
CEU,55,10,0,4r2,0.5167188003919927,0.9021976902516241,1.0812936737677532,0-1000
CEU,55,10,1,4r2,0.5609385540468566,0.9363536795845121,1.1184836793626853,1000-10000
CEU,55,10,2,4r2,0.44363993400300233,0.46294298973162834,0.8122557360670447,10000-100000
CEU,55,10,3,4r2,0.4627299812536527,0.39015572467074194,0.7773511177207811,100000-1000000
CEU,55,25,0,4r2,0.22692635839651776,0.46497185640077787,0.7186566833585302,0-1000
CEU,55,25,1,4r2,0.21507184136377236,0.28994426828913694,0.5798277030607805,1000-10000
CEU,55,25,2,4r2,0.18681705790570505,0.13255130348344454,0.4092088911643882,10000-100000
CEU,55,25,3,4r2,0.15814779213449634,0.04356957267812166,0.26187840085646147,100000-1000000
CEU,56,5,0,4r2,0.9893237975406183,1.4880484626651296,1.570608174894464,0-1000
CEU,56,5,1,4r2,1.0109333539019847,1.5015750756674395,1.5885721015109622,1000-10000
CEU,56,5,2,4r2,0.9564442171043943,1.151080025906044,1.4373119238142018,10000-100000
CEU,56,5,3,4r2,1.012998555875335,1.047241703249388,1.4399332545138688,100000-1000000
CEU,56,10,0,4r2,0.5036517263812199,0.8400188243663885,1.0457934240820086,0-1000
CEU,56,10,1,4r2,0.47095226923391065,0.7798153183691894,1.0008053548346747,1000-10000
CEU,56,10,2,4r2,0.49666888669830955,0.48495738850024095,0.855358037031499,10000-100000
CEU,56,10,3,4r2,0.42830467944469547,0.30012135027655584,0.6953892785417238,100000-1000000
CEU,56,25,0,4r2,0.13409788975888573,0.31306056857283865,0.5753632006051699,0-1000
CEU,56,25,1,4r2,0.16727905555011197,0.3175422544187303,0.5878133520467766,1000-10000
CEU,56,25,2,4r2,0.12675230228569723,0.10900681153700205,0.35365655327128726,10000-100000
CEU,56,25,3,4r2,0.16598419931005137,0.06462905142136091,0.303611274233945,100000-1000000
CEU,57,5,0,4r2,0.9343212629685925,1.5481551623969052,1.5559920902215831,0-1000
CEU,57,5,1,4r2,1.022222214193138,1.5862104497109728,1.6220815962524495,1000-10000
CEU,57,5,2,4r2,1.0104853283720507,1.2050529774601022,1.4920233162773542,10000-100000
CEU,57,5,3,4r2,0.9954540130211665,1.1442767923481576,1.4612342332384984,100000-1000000
CEU,57,10,0,4r2,0.37888240022154335,0.6779006015796059,0.9063401540135159,0-1000
CEU,57,10,1,4r2,0.4211924461167827,0.6432921356780661,0.9059222992861501,1000-10000
CEU,57,10,2,4r2,0.4400637373180069,0.4332386526137648,0.7917668504781294,10000-100000
CEU,57,10,3,4r2,0.48036957069411557,0.37230736333736075,0.7765708517490272,100000-1000000
CEU,57,25,0,4r2,0.1411162030762533,0.2768657644730066,0.5447747674440007,0-1000
CEU,57,25,1,4r2,0.15171717824907513,0.28498768540871267,0.554982691247731,1000-10000
CEU,57,25,2,4r2,0.17531655843541358,0.1575687203513313,0.4339407978203583,10000-100000
CEU,57,25,3,4r2,0.14242178178430848,0.04024134607797292,0.24601892204582576,100000-1000000
CEU,58,5,0,4r2,0.9619057505603229,1.4735708001465155,1.5488167977871152,0-1000
CEU,58,5,1,4r2,1.072503356046867,1.51554178972816,1.63272938310669,1000-10000
CEU,58,5,2,4r2,1.1040788573309133,1.4531441380797607,1.6346664067279586,10000-100000
CEU,58,5,3,4r2,0.9964292574035792,1.0675352004992105,1.4354116014262455,100000-1000000
CEU,58,10,0,4r2,0.3991441824177883,0.8993471693582127,1.0289136250026907,0-1000
CEU,58,10,1,4r2,0.48967876752266604,0.7417325710748507,0.9907158353621728,1000-10000
CEU,58,10,2,4r2,0.48095414202451875,0.4179712910338207,0.8057842004931356,10000-100000
CEU,58,10,3,4r2,0.44600963078249906,0.35060720639577064,0.7413041192024443,100000-1000000
CEU,58,25,0,4r2,0.23099974800014042,0.47414270336977765,0.7262944216678977,0-1000
CEU,58,25,1,4r2,0.2070873774201101,0.3106469322238954,0.5945856659142016,1000-10000
CEU,58,25,2,4r2,0.18612425649996875,0.11370890602414035,0.3851637896814893,10000-100000
CEU,58,25,3,4r2,0.16405663664009576,0.06885020324412322,0.30945885553621444,100000-1000000
CEU,59,5,0,4r2,1.0524071012052743,1.6269639927593547,1.6536398336477758,0-1000
CEU,59,5,1,4r2,1.010673409023928,1.4804405483711367,1.5817399558964125,1000-10000
CEU,59,5,2,4r2,0.9965554238244042,1.1985271543810274,1.4804221921921008,10000-100000
CEU,59,5,3,4r2,0.9901581675145701,1.0320724488176511,1.4186210366103635,100000-1000000
CEU,59,10,0,4r2,0.49186059718300357,0.9858279112376448,1.108040955154125,0-1000
CEU,59,10,1,4r2,0.5315270743737771,0.8516132860669614,1.0649574249045397,1000-10000
CEU,59,10,2,4r2,0.43549912943834956,0.5089014748145466,0.8357995971260737,10000-100000
CEU,59,10,3,4r2,0.4734851287110588,0.4361185262919316,0.812592575281401,100000-1000000
CEU,59,25,0,4r2,0.12545572776291514,0.37111231518448634,0.6219738377239102,0-1000
CEU,59,25,1,4r2,0.16257207370427337,0.22045226918633276,0.49687216498294656,1000-10000
CEU,59,25,2,4r2,0.14598489192601702,0.1069056285486894,0.3580743180114154,10000-100000
CEU,59,25,3,4r2,0.1507334249774363,0.05117588435412976,0.27183901441764785,100000-1000000
CEU,60,5,0,4r2,0.9364367224823051,1.6191625160406224,1.5798975445433239,0-1000
CEU,60,5,1,4r2,0.839214092824728,1.3377501928806503,1.4289963213655525,1000-10000
CEU,60,5,2,4r2,1.010897041691492,1.2904505448440509,1.5206457094749786,10000-100000
CEU,60,5,3,4r2,0.975107293471067,1.0760171114209067,1.423675294862342,100000-1000000
CEU,60,10,0,4r2,0.4110935895819972,0.731888700163509,0.9491504830947096,0-1000
CEU,60,10,1,4r2,0.4209643151384884,0.6993876738839759,0.936268459633236,1000-10000
CEU,60,10,2,4r2,0.38038373746062765,0.4418726162392941,0.7658749271022063,10000-100000
CEU,60,10,3,4r2,0.4398083450309455,0.300481150866533,0.7027891086416979,100000-1000000
CEU,60,25,0,4r2,0.15671716593115745,0.2980767430882918,0.5680114551536666,0-1000
CEU,60,25,1,4r2,0.148015705306672,0.29808124254204,0.5656764901951217,1000-10000
CEU,60,25,2,4r2,0.14260067771001422,0.130753226325563,0.38870062980257486,10000-100000
CEU,60,25,3,4r2,0.182004822910221,0.0646145107087313,0.31263439713395613,100000-1000000
CEU,61,5,0,4r2,0.9559672155025309,1.5731400980895471,1.577026764264072,0-1000
CEU,61,5,1,4r2,0.9939549080076882,1.4561267146830028,1.5633531507102207,1000-10000
CEU,61,5,2,4r2,1.0774064262926963,1.3902500652868763,1.5972021389616518,10000-100000
CEU,61,5,3,4r2,0.9460117503019865,0.9183103234293611,1.3465691794849566,100000-1000000
CEU,61,10,0,4r2,0.4660946473115558,0.8461510238838641,1.0312105721608693,0-1000
CEU,61,10,1,4r2,0.5360886682231506,0.9002056690711896,1.0897691174136201,1000-10000
CEU,61,10,2,4r2,0.46109434379169817,0.49964573099290616,0.8439512574015178,10000-100000
CEU,61,10,3,4r2,0.45209485459081755,0.3609705020830769,0.7519044218719354,100000-1000000
CEU,61,25,0,4r2,0.14189182564150216,0.3612470626435572,0.6175599993745026,0-1000
CEU,61,25,1,4r2,0.14971728538712942,0.25405962080449707,0.5258087925740575,1000-10000
CEU,61,25,2,4r2,0.13288440146516084,0.09709387123890273,0.33875084559548596,10000-100000
CEU,61,25,3,4r2,0.16138760915045317,0.03894226028798449,0.25492787347656576,100000-1000000
CEU,62,5,0,4r2,0.9945601132852943,1.6051299795420255,1.6106768137898064,0-1000
CEU,62,5,1,4r2,1.0468147851585428,1.6356685534181516,1.6527219209064414,1000-10000
CEU,62,5,2,4r2,1.0400173216346114,1.3378517255095534,1.5554702680570862,10000-100000
CEU,62,5,3,4r2,0.9819244738389342,1.0930824451495167,1.4343145113514624,100000-1000000
CEU,62,10,0,4r2,0.4251498864378624,0.8068216300633816,0.9937676066372404,0-1000
CEU,62,10,1,4r2,0.3319581540321077,0.5379826432869002,0.8050955591203474,1000-10000
CEU,62,10,2,4r2,0.5067767991313629,0.6096015702784089,0.9308191523686212,10000-100000
CEU,62,10,3,4r2,0.436026934693901,0.3602734011571586,0.7418846870880393,100000-1000000
CEU,62,25,0,4r2,0.19833547189590206,0.36962063959675745,0.6394979272905641,0-1000
CEU,62,25,1,4r2,0.16997914101056633,0.23582099990846545,0.5145035551744569,1000-10000
CEU,62,25,2,4r2,0.1856433039060922,0.14180268570251567,0.41984059116250944,10000-100000
CEU,62,25,3,4r2,0.16613291364330163,0.05593126008831893,0.28901800131467875,100000-1000000
CEU,63,5,0,4r2,0.9893529033051732,1.6928088149234648,1.6345115423886858,0-1000
CEU,63,5,1,4r2,1.024886649773893,1.4033070333923745,1.566428957302925,1000-10000
CEU,63,5,2,4r2,1.0204416866960795,1.3030155812827542,1.5311161997803737,10000-100000
CEU,63,5,3,4r2,1.0050399227543756,1.0188967938723812,1.4244304265925039,100000-1000000
CEU,63,10,0,4r2,0.49652904121690355,0.9905490086801904,1.1122455203110362,0-1000
CEU,63,10,1,4r2,0.47141129854155395,0.7102718251184464,0.9656606223260222,1000-10000
CEU,63,10,2,4r2,0.44064235668590873,0.4286049040197777,0.789158153050128,10000-100000
CEU,63,10,3,4r2,0.4584966412856453,0.3309128333623695,0.7356167503752122,100000-1000000
CEU,63,25,0,4r2,0.14066940617840687,0.28939773579659656,0.5560446183816387,0-1000
CEU,63,25,1,4r2,0.14612957039303787,0.24803943254994898,0.5190311010847064,1000-10000
CEU,63,25,2,4r2,0.1438551602406381,0.12155294109670878,0.37715679527826146,10000-100000
CEU,63,25,3,4r2,0.14669594215846454,0.04792781102138156,0.2635289556522037,100000-1000000
CEU,64,5,0,4r2,1.0277460207825195,1.6813199227614155,1.6545639322781451,0-1000
CEU,64,5,1,4r2,0.9293802551716204,1.2751703720655663,1.4625040276075936,1000-10000
CEU,64,5,2,4r2,1.0412958215687838,1.5332515735762553,1.617883976554828,10000-100000
CEU,64,5,3,4r2,1.0235843808905676,1.1056591745769326,1.4674413648865359,100000-1000000
CEU,64,10,0,4r2,0.3991871197499911,0.7961307238464593,0.9774871254501274,0-1000
CEU,64,10,1,4r2,0.41126997123515435,0.6377425090788664,0.898268054824745,1000-10000
CEU,64,10,2,4r2,0.4639604487416003,0.5558972765922604,0.8781552109899294,10000-100000
CEU,64,10,3,4r2,0.4258637267118498,0.29582418563972623,0.6907851325619504,100000-1000000
CEU,64,25,0,4r2,0.22404060515228305,0.3985713599517875,0.6698996586868728,0-1000
CEU,64,25,1,4r2,0.18836347116923158,0.30204979363163736,0.5809738297914626,1000-10000
CEU,64,25,2,4r2,0.18616334326573994,0.1517288827449181,0.43172407058304707,10000-100000
CEU,64,25,3,4r2,0.17155586241347687,0.05304185817693884,0.2871816012654199,100000-1000000
CEU,65,5,0,4r2,0.9749821189744893,1.5842734066318207,1.5921254783941516,0-1000
CEU,65,5,1,4r2,0.9737265823466847,1.3788543491353102,1.5254500340240138,1000-10000
CEU,65,5,2,4r2,1.0404421633756913,1.3087724066453326,1.5463803872188826,10000-100000
CEU,65,5,3,4r2,0.9947574227270838,0.9301232874920088,1.3855199809322993,100000-1000000
CEU,65,10,0,4r2,0.4903505340661654,0.940836598575644,1.0868671698209573,0-1000
CEU,65,10,1,4r2,0.46937769109059796,0.7001075633474733,0.9593867730175427,1000-10000
CEU,65,10,2,4r2,0.43612088016731787,0.4508010366192137,0.8006262915600073,10000-100000
CEU,65,10,3,4r2,0.44241229413351135,0.33725972787558967,0.7300605220637987,100000-1000000
CEU,65,25,0,4r2,0.17775230009768833,0.366198545970784,0.6307094625584768,0-1000
CEU,65,25,1,4r2,0.14222858032476865,0.27548712940790876,0.5437978470618543,1000-10000
CEU,65,25,2,4r2,0.17205427057273284,0.1700619070008903,0.44683842608173874,10000-100000
CEU,65,25,3,4r2,0.1453766816058815,0.03670309631758994,0.24049423251364632,100000-1000000
CEU,66,5,0,4r2,0.9028394052941701,1.5144996357925147,1.526308824433786,0-1000
CEU,66,5,1,4r2,0.9795543321529968,1.6350303839334088,1.6107628855834468,1000-10000
CEU,66,5,2,4r2,1.0979796809041205,1.4421466124808473,1.6271773081502707,10000-100000
CEU,66,5,3,4r2,1.0507949203957485,1.309458322520859,1.5535856227612195,100000-1000000
CEU,66,10,0,4r2,0.4791177681263869,0.8985951421982847,1.0621435768918885,0-1000
CEU,66,10,1,4r2,0.4830851292405818,0.7896984237722166,1.011469063227149,1000-10000
CEU,66,10,2,4r2,0.43353297198872637,0.41621113908362145,0.7772785709673201,10000-100000
CEU,66,10,3,4r2,0.4360926121533635,0.3088234777801583,0.7063994933144433,100000-1000000
CEU,66,25,0,4r2,0.20966754361758472,0.3554165673177957,0.6319628518864281,0-1000
CEU,66,25,1,4r2,0.15909654383253102,0.2905743551810177,0.5620374235230908,1000-10000
CEU,66,25,2,4r2,0.17541333889079117,0.13319547218007982,0.404926303962703,10000-100000
CEU,66,25,3,4r2,0.1555475251302335,0.046255264389066714,0.2654247482116303,100000-1000000
CEU,67,5,0,4r2,0.98423511791821,1.6977257256097869,1.6329251339094697,0-1000
CEU,67,5,1,4r2,1.0862415562342786,1.6619767671369579,1.6857928359164496,1000-10000
CEU,67,5,2,4r2,1.0012143626566479,1.2940661164289053,1.515419518291507,10000-100000
CEU,67,5,3,4r2,0.9126523489940646,0.9296787836739381,1.3276343976405258,100000-1000000
CEU,67,10,0,4r2,0.4619581916232927,0.8393421111128672,1.026034834652669,0-1000
CEU,67,10,1,4r2,0.4676820015319619,0.7343515410996099,0.9762571360336127,1000-10000
CEU,67,10,2,4r2,0.3869642902531978,0.42852013149390644,0.760435068513458,10000-100000
CEU,67,10,3,4r2,0.4791442903216007,0.41656257070085184,0.8038294729907844,100000-1000000
CEU,67,25,0,4r2,0.17436941077811668,0.3136183576544709,0.5865347807842076,0-1000
CEU,67,25,1,4r2,0.1945697389477517,0.2945899110979374,0.5765824263816351,1000-10000
CEU,67,25,2,4r2,0.15168816554283138,0.13952621511560834,0.4031569355491206,10000-100000
CEU,67,25,3,4r2,0.16290039999116465,0.06180960002022989,0.29723078632186023,100000-1000000
CEU,68,5,0,4r2,0.9917119486409287,1.7016142092848585,1.6386295488492957,0-1000
CEU,68,5,1,4r2,0.9134924498016075,1.3851439906887455,1.4898363824706684,1000-10000
CEU,68,5,2,4r2,1.062469094488411,1.4208509472195316,1.5967753517519476,10000-100000
CEU,68,5,3,4r2,0.9242869653423327,0.9339351743490704,1.3372514979056143,100000-1000000
CEU,68,10,0,4r2,0.4792954266568412,0.8513336596485894,1.0397392777339678,0-1000
CEU,68,10,1,4r2,0.47452210157784036,0.728568341059607,0.9765959071926614,1000-10000
CEU,68,10,2,4r2,0.4452433813306097,0.430502660305267,0.792934000358152,10000-100000
CEU,68,10,3,4r2,0.3680753694091487,0.1694359465947774,0.5521914741830579,100000-1000000
CEU,68,25,0,4r2,0.17919485710467042,0.32148778547600915,0.5946415578218297,0-1000
CEU,68,25,1,4r2,0.12988829579052905,0.198202325378021,0.4637599538138119,1000-10000
CEU,68,25,2,4r2,0.1623273121215124,0.15406108517185066,0.42474844488525865,10000-100000
CEU,68,25,3,4r2,0.156872861927873,0.04625475188347675,0.2662026421599122,100000-1000000
CEU,69,5,0,4r2,0.9906304203135459,1.5454075159923537,1.5895773481158275,0-1000
CEU,69,5,1,4r2,0.9506013507151257,1.4478894985098856,1.533470712629135,1000-10000
CEU,69,5,2,4r2,1.0335005172397513,1.2314617523814013,1.5164382847700184,10000-100000
CEU,69,5,3,4r2,0.8931323085445401,0.9824035910623082,1.3341997270380503,100000-1000000
CEU,69,10,0,4r2,0.49329622554154995,0.8526086348519332,1.0468762109177345,0-1000
CEU,69,10,1,4r2,0.43745400048526334,0.7107177635128342,0.9497809042370746,1000-10000
CEU,69,10,2,4r2,0.4462390137834319,0.5251017159449859,0.8510176104919309,10000-100000
CEU,69,10,3,4r2,0.43201759034035125,0.30457355473659026,0.7008657168816819,100000-1000000
CEU,69,25,0,4r2,0.15748579125218024,0.3094205740695389,0.5781196662593863,0-1000
CEU,69,25,1,4r2,0.15400957632394907,0.21817408911598207,0.49182622816952776,1000-10000
CEU,69,25,2,4r2,0.1753457923793799,0.13487209650977502,0.4069622137433986,10000-100000
CEU,69,25,3,4r2,0.17218873278308527,0.09854551715870208,0.35804256291137626,100000-1000000
CEU,70,5,0,4r2,0.9573035019948503,1.5891242963301093,1.5828942767164564,0-1000
CEU,70,5,1,4r2,1.0498368585286664,1.57713135165761,1.6368533169416706,1000-10000
CEU,70,5,2,4r2,0.9963099558724272,1.1656771708547693,1.469119021395233,10000-100000
CEU,70,5,3,4r2,0.8891829415548897,0.8194785031941714,1.2689069338396641,100000-1000000
CEU,70,10,0,4r2,0.42920498796237294,0.9284247086719251,1.0548182925810994,0-1000
CEU,70,10,1,4r2,0.4398090426538208,0.7285021783572398,0.9601740323281557,1000-10000
CEU,70,10,2,4r2,0.4528132734354524,0.5878443435500094,0.890440455139668,10000-100000
CEU,70,10,3,4r2,0.41061935655823134,0.2887951127548961,0.6763160272647633,100000-1000000
CEU,70,25,0,4r2,0.13584761696052874,0.39741333735520307,0.644878215160861,0-1000
CEU,70,25,1,4r2,0.1811215257836771,0.2895762354493042,0.567786264849293,1000-10000
CEU,70,25,2,4r2,0.17127162471991145,0.14715482450573852,0.42010569377233714,10000-100000
CEU,70,25,3,4r2,0.16370871881536408,0.0464558309623744,0.2706591501844014,100000-1000000
CEU,71,5,0,4r2,1.0128251227626506,1.807683382485692,1.6832997688423978,0-1000
CEU,71,5,1,4r2,0.8828558588524118,1.4098682039381385,1.4796292344530668,1000-10000
CEU,71,5,2,4r2,0.9710565421070005,1.1190699002290005,1.4359737839521325,10000-100000
CEU,71,5,3,4r2,0.9660241103075099,1.0094643206677667,1.3937958610798007,100000-1000000
CEU,71,10,0,4r2,0.5309348063823713,0.9457789355578484,1.1080030253506234,0-1000
CEU,71,10,1,4r2,0.3809643422187436,0.6213333961554416,0.8754811398297518,1000-10000
CEU,71,10,2,4r2,0.4752039669561783,0.5798141655875565,0.8975705965540789,10000-100000
CEU,71,10,3,4r2,0.433091108808101,0.2945845817454292,0.6943720114420364,100000-1000000
CEU,71,25,0,4r2,0.15595155068524508,0.3878142897706684,0.6419775509562627,0-1000
CEU,71,25,1,4r2,0.15999095749881626,0.26400967773232226,0.5381512651789553,1000-10000
CEU,71,25,2,4r2,0.14656895807607742,0.12881454924217026,0.38768158160232113,10000-100000
CEU,71,25,3,4r2,0.15334899831724258,0.05085245964895838,0.2727056562190452,100000-1000000
CEU,72,5,0,4r2,0.9669162834507774,1.6079165671500837,1.594629632971979,0-1000
CEU,72,5,1,4r2,1.0458086691860216,1.49840137642406,1.6100053257578677,1000-10000
CEU,72,5,2,4r2,0.9968035775262006,1.2470538310142811,1.4968871711599754,10000-100000
CEU,72,5,3,4r2,0.9540209779955927,0.9937488023686208,1.3798205784899311,100000-1000000
CEU,72,10,0,4r2,0.4558724286959413,0.7415550984829744,0.9743586453293831,0-1000
CEU,72,10,1,4r2,0.4156978094843828,0.7282680175856897,0.9492484850637392,1000-10000
CEU,72,10,2,4r2,0.4798508200601118,0.523258621950966,0.8680526662958462,10000-100000
CEU,72,10,3,4r2,0.5028086849932806,0.3973850946766105,0.8063508345511168,100000-1000000
CEU,72,25,0,4r2,0.2012139603122623,0.401576554468368,0.6648786447863344,0-1000
CEU,72,25,1,4r2,0.18974570968344573,0.24673135665065365,0.531728117550622,1000-10000
CEU,72,25,2,4r2,0.196840143215169,0.1530246823992874,0.43791634404330654,10000-100000
CEU,72,25,3,4r2,0.17458234991167143,0.059275568035654175,0.2995906622983024,100000-1000000
CEU,73,5,0,4r2,0.9962474103567215,1.6286827375505133,1.619009462663201,0-1000
CEU,73,5,1,4r2,1.0334661105237744,1.5420968862878035,1.6155955830247066,1000-10000
CEU,73,5,2,4r2,0.9093009904937928,1.0312736242078357,1.363122120545635,10000-100000
CEU,73,5,3,4r2,0.9539880746514433,0.9132618157811637,1.3503166526257209,100000-1000000
CEU,73,10,0,4r2,0.45794849240235835,0.8892129509742293,1.0482985131477685,0-1000
CEU,73,10,1,4r2,0.4853511843554583,0.8124614653753506,1.0237320145089714,1000-10000
CEU,73,10,2,4r2,0.40533231701277883,0.3601165889326184,0.7241621891175803,10000-100000
CEU,73,10,3,4r2,0.4477732140785469,0.4038436538107373,0.7773959770007621,100000-1000000
CEU,73,25,0,4r2,0.1463375271683374,0.2811915552662203,0.5500965616361951,0-1000
CEU,73,25,1,4r2,0.1756012235173148,0.25662854779315625,0.5361570082484554,1000-10000
CEU,73,25,2,4r2,0.13785646441607777,0.11413932208325736,0.3648886499530489,10000-100000
CEU,73,25,3,4r2,0.16257046798139924,0.07607885388204194,0.3201687226162685,100000-1000000
CEU,74,5,0,4r2,0.8075300078080602,1.4100366577215937,1.4360157976958607,0-1000
CEU,74,5,1,4r2,0.9419836814499749,1.6102868644817445,1.5803860669468686,1000-10000
CEU,74,5,2,4r2,0.9956881936058289,1.0742817702603358,1.437246238174369,10000-100000
CEU,74,5,3,4r2,1.0835032195582912,1.1662656538301694,1.5297858937195599,100000-1000000
CEU,74,10,0,4r2,0.48485801764235475,0.9596232279673379,1.0930281447608803,0-1000
CEU,74,10,1,4r2,0.36114875273463765,0.5424999419340581,0.8203221096227034,1000-10000
CEU,74,10,2,4r2,0.41666002772595867,0.37734782880939355,0.7422623576027483,10000-100000
CEU,74,10,3,4r2,0.462702323917635,0.346878545700053,0.7489806314310358,100000-1000000
CEU,74,25,0,4r2,0.17524123490325338,0.3587930257160765,0.6241013668679902,0-1000
CEU,74,25,1,4r2,0.2119249290155807,0.31166647966532496,0.5971420728801345,1000-10000
CEU,74,25,2,4r2,0.15344315758894367,0.14001811083560642,0.40442912042343315,10000-100000
CEU,74,25,3,4r2,0.14883405543861872,0.03562452828930287,0.24036660406056556,100000-1000000
CEU,75,5,0,4r2,0.9929535104223361,1.603785043539014,1.6092674474427966,0-1000
CEU,75,5,1,4r2,0.8950541244581476,1.3797669761339608,1.4767832819488111,1000-10000
CEU,75,5,2,4r2,0.9595063413996021,1.2254588056169888,1.464961168360117,10000-100000
