rep,n,bin,method,bias,variance,rmse,binlabel,pop
64,10,1,mCal,-0.056850618492453375,0.03267922992841585,0.1895025666089785,1000-10000,CEU
64,10,1,Flex,-0.03213115211429631,0.03858072114864618,0.19903048029092987,1000-10000,CEU
64,10,2,Samp,0.08497209101378246,0.02868807255305162,0.1894949308142731,10000-100000,CEU
64,10,2,BS,-0.01813262902673285,0.0351762583685305,0.18842783924874693,10000-100000,CEU
64,10,2,Rag,-0.006311651446073246,0.06220539632614096,0.24948994623053988,10000-100000,CEU
64,10,2,Supp,-0.10613580748961854,2.3103289214763363,1.523677699222447,10000-100000,CEU
64,10,2,Cal,0.015365602188444428,0.024266764509935916,0.15653391402679945,10000-100000,CEU
64,10,2,mCal,-0.028310902337252856,0.026052262962377944,0.16387119989042434,10000-100000,CEU
64,10,2,Flex,-0.014121153245943291,0.032730060160149246,0.18146478206292443,10000-100000,CEU
64,10,3,Samp,0.10840648109687433,0.019523788163363483,0.17684952164812448,100000-1000000,CEU
64,10,3,BS,-0.0018005846883049842,0.024599429228885847,0.1568523870844993,100000-1000000,CEU
64,10,3,Rag,-0.00020810362843589304,0.024400309905981493,0.15620612412162865,100000-1000000,CEU
64,10,3,Supp,-0.025058416156324717,1.2897228493922122,1.135936078136651,100000-1000000,CEU
64,10,3,Cal,0.04466010400483175,0.013981820099667924,0.12639756718145453,100000-1000000,CEU
64,10,3,mCal,-0.001147660502314566,0.015243643882709582,0.12347048638171859,100000-1000000,CEU
64,10,3,Flex,0.00742689987835684,0.02022663370675,0.14241415852559441,100000-1000000,CEU
64,25,0,Samp,0.009601860669038034,0.010019820714127693,0.10055852247539893,0-1000,CEU
64,25,0,BS,-0.014479582974563275,0.010879436988703702,0.10530477345220854,0-1000,CEU
64,25,0,Rag,-0.006945503067472583,0.05902288883248342,0.24304552833850634,0-1000,CEU
64,25,0,Supp,-7.955418214713189,62333.74569377827,249.7939838601988,0-1000,CEU
64,25,0,Cal,-0.020133163329885812,0.009529210395579198,0.09967223616056307,0-1000,CEU
64,25,0,mCal,-0.031411835175084085,0.01002020597222436,0.10491381873371596,0-1000,CEU
64,25,0,Flex,-0.01269761783535441,0.010677855844811627,0.10411092806955635,0-1000,CEU
64,25,1,Samp,0.019002667507002177,0.01221262887702093,0.11213264577901748,1000-10000,CEU
64,25,1,BS,-0.010421793322130501,0.013222709497707923,0.11546134969658517,1000-10000,CEU
64,25,1,Rag,-0.006292792907715329,0.043035506673650074,0.20754543096929276,1000-10000,CEU
64,25,1,Supp,0.11778840516005305,20.230640056129676,4.499390421437089,1000-10000,CEU
64,25,1,Cal,-0.01155049317141178,0.011208156473460682,0.10649680918207603,1000-10000,CEU
64,25,1,mCal,-0.025304102271075747,0.01162571823365587,0.11075204659689558,1000-10000,CEU
64,25,1,Flex,-0.006292340142621745,0.012703964557550386,0.11288736909867655,1000-10000,CEU
64,25,2,Samp,0.033937855370552814,0.00807555625314091,0.09605901457069749,10000-100000,CEU
64,25,2,BS,-0.004110404393729863,0.0086232744373666,0.09295251401466555,10000-100000,CEU
64,25,2,Rag,-0.004110240283466416,0.013838440955091336,0.11770868714873667,10000-100000,CEU
64,25,2,Supp,0.2058014732687238,52.7279616269647,7.2643179909310325,10000-100000,CEU
64,25,2,Cal,0.006392346182734284,0.0069246815187773035,0.08345983230570991,10000-100000,CEU
64,25,2,mCal,-0.011351436047890448,0.007112800819882143,0.08509791959990261,10000-100000,CEU
64,25,2,Flex,-0.0001715391348949486,0.007877366906990362,0.08875469752449817,10000-100000,CEU
