rep,n,method,rmse
48,25,Supp,3677.5213407877377
48,25,Cal,19.26709344446426
48,25,mCal,7.55630972130229
48,25,Flex,8.137770012653341
49,5,BS,26.801672307212208
49,5,Rag,50.21745685959831
49,5,Supp,475.92833955607836
49,5,Cal,99.91351427970002
49,5,mCal,20.572640665839707
49,5,Flex,26.165685530582547
49,10,BS,15.817362636896801
49,10,Rag,16.705943439200883
49,10,Supp,428.9295714443764
49,10,Cal,48.171835533213766
49,10,mCal,12.21315243315076
49,10,Flex,17.028598316571415
49,25,BS,7.97058121628914
49,25,Rag,8.449608146900239
49,25,Supp,5299.916658155558
49,25,Cal,19.753702551477453
49,25,mCal,7.393898385649412
49,25,Flex,8.528320278962191
