rep,n,method,rmse
45,25,Rag,10.64434790912708
45,25,Supp,1745.4563750970688
45,25,Cal,8.663587303973594
45,25,mCal,6.749203821514385
45,25,Flex,6.266765025183761
46,5,BS,24.828972746710804
46,5,Rag,33.46117192169518
46,5,Supp,130.6860367752921
46,5,Cal,41.8940232338606
46,5,mCal,17.482790230971474
46,5,Flex,21.100013533674563
46,10,BS,14.536719775438447
46,10,Rag,17.71621506637674
46,10,Supp,132.5447115046187
46,10,Cal,21.39973088242396
46,10,mCal,12.377990645909106
46,10,Flex,14.124583653042583
46,25,BS,7.420277453117071
46,25,Rag,11.334829353904702
46,25,Supp,1129.5690394371868
46,25,Cal,9.062522886116442
46,25,mCal,6.752006433384756
46,25,Flex,6.843387455623745
47,5,BS,24.32235308831136
47,5,Rag,29.525852309291842
47,5,Supp,137.543952339825
47,5,Cal,40.25365820633559
47,5,mCal,16.760803484681617
47,5,Flex,20.55772666876014
47,10,BS,13.174396157080052
47,10,Rag,16.74435052025174
47,10,Supp,124.15949604999196
47,10,Cal,20.03753060144292
47,10,mCal,11.04002789357156
47,10,Flex,11.933723304943817
47,25,BS,6.921691991012316
47,25,Rag,12.131595878871961
47,25,Supp,643.9882843222108
47,25,Cal,8.303758522635679
47,25,mCal,6.735035835556985
47,25,Flex,6.159888087607638
48,5,BS,25.801780753405396
48,5,Rag,33.76175589869648
48,5,Supp,135.28700095964342
48,5,Cal,42.516796634238986
48,5,mCal,18.643307505754507
48,5,Flex,22.226694245680978
48,10,BS,13.652583915729052
48,10,Rag,17.056610755630615
48,10,Supp,126.51517509545431
48,10,Cal,20.535706528508417
48,10,mCal,11.227526188042656
48,10,Flex,12.554647132326807
48,25,BS,6.843413897328608
48,25,Rag,9.801409857395358
