rep,n,bin,method,bias,variance,rmse,binlabel
31,26,3,std,0.04793918975790529,0.005960497697495444,0.09087718972404404,100000-1000000
32,16,0,std,0.03261089823643658,0.017766435365280886,0.13722210481211877,0-1000
32,16,1,std,0.0515204526244105,0.019475512891406196,0.1487611169964461,1000-10000
32,16,2,std,0.0699314294953613,0.019547563644020605,0.15632648040330627,10000-100000
32,16,3,std,0.06786732697007075,0.009981683865632928,0.1207793771125494,100000-1000000
32,26,0,std,0.03190229799975768,0.01241885762907343,0.11591641060151393,0-1000
32,26,1,std,0.033661008457242445,0.011804974596153473,0.1137454969944394,1000-10000
32,26,2,std,0.04477333211822152,0.008030201065066599,0.10017411009854375,10000-100000
32,26,3,std,0.041786852529250997,0.004881866456873975,0.08141257581710178,100000-1000000
33,16,0,std,0.028320894869853147,0.015630973070711103,0.12819144338426172,0-1000
33,16,1,std,0.041599408382709466,0.01972205200749532,0.14646693410216097,1000-10000
33,16,2,std,0.064998121172798,0.01662543716381009,0.14439595880703804,10000-100000
33,16,3,std,0.06869418889117075,0.010920567493816266,0.12505782295095383,100000-1000000
33,26,0,std,0.008886324063348225,0.011918314047751517,0.10953209941889344,0-1000
33,26,1,std,0.02741973562844202,0.009957851182475733,0.10348764701358991,1000-10000
33,26,2,std,0.03801968609820531,0.007875508697621148,0.09654535322130846,10000-100000
33,26,3,std,0.03585448030457062,0.0036565764918490475,0.07030021514732292,100000-1000000
34,16,0,std,0.04159773890456064,0.02108167420899778,0.15103657203131227,0-1000
34,16,1,std,0.042352558876075426,0.015386078314844212,0.13107180306303737,1000-10000
34,16,2,std,0.0689287028494533,0.015496487258969807,0.14229424913002647,10000-100000
34,16,3,std,0.06411263702291854,0.008231961048966781,0.11109631530793128,100000-1000000
34,26,0,std,0.0193211484393772,0.009118600815391252,0.09742642142872589,0-1000
34,26,1,std,0.022435027938409874,0.011717919483335662,0.11054976237845512,1000-10000
34,26,2,std,0.03905953057509569,0.0076898239680917736,0.09599724421481384,10000-100000
34,26,3,std,0.0384803099736925,0.004024826261262516,0.07419946439789155,100000-1000000
35,16,0,std,0.0419389737856813,0.018966979173701912,0.14396477588597142,0-1000
35,16,1,std,0.04452022404318812,0.018050962579945318,0.14153802644095678,1000-10000
35,16,2,std,0.06653209462381342,0.0160284215460953,0.1430207717820295,10000-100000
35,16,3,std,0.07173286261369718,0.010192162102303498,0.1238457333986886,100000-1000000
35,26,0,std,0.02370181609596472,0.00968932785271899,0.10124773547574248,0-1000
35,26,1,std,0.011526065925338686,0.010084223856421739,0.10107954319315551,1000-10000
35,26,2,std,0.044708665310063046,0.009661882511578351,0.1079849399934342,10000-100000
35,26,3,std,0.04393819317474595,0.006005642870158761,0.08908539549005803,100000-1000000
36,16,0,std,0.041633713360132635,0.019765745548737657,0.14662575366180167,0-1000
36,16,1,std,0.058882341804641,0.0203123143355502,0.1542058510950501,1000-10000
36,16,2,std,0.06370398721936764,0.014601256876917745,0.13659961516989388,10000-100000
36,16,3,std,0.06130397100525855,0.008671223781728887,0.11148722188099615,100000-1000000
36,26,0,std,0.024063219233897606,0.010324872150450052,0.10442179212381232,0-1000
36,26,1,std,0.03993196288155083,0.012343356357729655,0.11805895991962324,1000-10000
36,26,2,std,0.0362029302261957,0.007415826993315098,0.0934156258357128,10000-100000
36,26,3,std,0.0474838282010705,0.004720302852965694,0.08351656598301005,100000-1000000
37,16,0,std,0.03782917260823889,0.01882395430308574,0.14232006395202917,0-1000
37,16,1,std,0.039842477045413445,0.01781928747884524,0.13930796982211585,1000-10000
37,16,2,std,0.06509881739249332,0.012794176347026358,0.13050682883637757,10000-100000
37,16,3,std,0.07239986280013277,0.011063637654011506,0.12769251265242437,100000-1000000
37,26,0,std,0.03342619927889739,0.013242327767092828,0.11983170934825801,0-1000
37,26,1,std,0.05024723679600168,0.013175249080133586,0.12529977608027498,1000-10000
37,26,2,std,0.03591859244900871,0.00893071510245467,0.10109827093463397,10000-100000
37,26,3,std,0.04403849981922739,0.004396339324864172,0.07959729135587632,100000-1000000
38,16,0,std,0.05285888686192428,0.019948519400234073,0.15080643660174384,0-1000
38,16,1,std,0.04555105270025243,0.02254196370222132,0.15689761663047178,1000-10000
38,16,2,std,0.06756492778295213,0.013908556627094618,0.13591753416469177,10000-100000
38,16,3,std,0.06683703563774254,0.009016140831846793,0.11611774267823011,100000-1000000
38,26,0,std,0.02774277173027246,0.009078660439466679,0.09923871131138635,0-1000
38,26,1,std,0.03652772768107997,0.010895698042188252,0.11058920802560884,1000-10000
38,26,2,std,0.037987369227778164,0.011752744525634502,0.11487290692971101,10000-100000
38,26,3,std,0.049641551481823455,0.005507208937298527,0.08928321550448917,100000-1000000
39,16,0,std,0.03603161962194148,0.01628543701722158,0.13260359961102813,0-1000
39,16,1,std,0.05763762539637409,0.02040068145806387,0.15402200271193925,1000-10000
39,16,2,std,0.06025005399613223,0.012113687104412525,0.12547412526473087,10000-100000
39,16,3,std,0.07577992563111363,0.01158142595984907,0.13162075477866772,100000-1000000
39,26,0,std,0.024720298016939125,0.011614155254556602,0.11056784518386387,0-1000
39,26,1,std,0.03804819430861569,0.009703917973898515,0.10560105616917234,1000-10000
39,26,2,std,0.040162185461028295,0.007802673322020715,0.09703439834938303,10000-100000
39,26,3,std,0.04225513444925174,0.003973959824805558,0.07589108124232978,100000-1000000
40,16,0,std,0.037655524812092424,0.021478267337625364,0.1513149228810545,0-1000
40,16,1,std,0.038993913502355496,0.014520518014688089,0.12665324040433104,1000-10000
40,16,2,std,0.049948344659028344,0.011287715255056657,0.11739911579408825,10000-100000
40,16,3,std,0.07249093715019726,0.00931846716533589,0.12072035095314186,100000-1000000
40,26,0,std,0.022915780802660515,0.011219849616023809,0.10837427105092515,0-1000
40,26,1,std,0.0330016460322624,0.008486019249162324,0.09785258243910103,1000-10000
40,26,2,std,0.0449286995079684,0.007396505818624412,0.09703140655530935,10000-100000
40,26,3,std,0.05103044385781438,0.006633935201968414,0.09611473041263738,100000-1000000
41,16,0,std,0.034025501132438775,0.01588388145966576,0.13054354134532797,0-1000
41,16,1,std,0.0507789584055071,0.021587969438298986,0.15545569161355013,1000-10000
41,16,2,std,0.05876925219025588,0.0100376264352019,0.11615270740797994,10000-100000
41,16,3,std,0.06866161676292783,0.00920600592157287,0.11798484452704949,100000-1000000
41,26,0,std,0.02377835124249252,0.01033328135251954,0.10439679755783166,0-1000
41,26,1,std,0.016050777773705286,0.010683274714397147,0.1045987675909139,1000-10000
41,26,2,std,0.04968107731029609,0.00935359434487227,0.10872811866110756,10000-100000
41,26,3,std,0.045279040290725416,0.004738466319948558,0.08239331168000043,100000-1000000
42,16,0,std,0.0376686330057282,0.016640652164923404,0.1343859296111153,0-1000
42,16,1,std,0.0397997786914734,0.014751903116911923,0.1278120710293131,1000-10000
